pair_id	dataset_id	original_query	query_keywords
11418	8453	What is the cost of elderly care by their local authority	cost local authority
11419	6566	What is the cost of elderly care by their local authority	cost local authority
11420	4022	Number of people in nursing homes and cost to local authorities	number cost local authorities
11421	9466	Number of people in nursing homes and cost to local authorities	number cost local authorities
11422	9594	Number of people in nursing homes and cost to local authorities	number cost local authorities
11423	7700	Number of people in nursing homes and cost to local authorities	number cost local authorities
11424	6701	Number of people in nursing homes and cost to local authorities	number cost local authorities
11425	9282	Number of people in nursing homes and cost to local authorities	number cost local authorities
11426	8640	Number of people in nursing homes and cost to local authorities	number cost local authorities
11427	8421	Number of people in nursing homes and cost to local authorities	number cost local authorities
11428	8453	Number of people in nursing homes and cost to local authorities	number cost local authorities
11429	6566	Number of people in nursing homes and cost to local authorities	number cost local authorities
11430	8070	care elderly expenditure per year local authority breakdown	year local authority breakdown
11431	7096	care elderly expenditure per year local authority breakdown	year local authority breakdown
11432	847	care elderly expenditure per year local authority breakdown	year local authority breakdown
11433	2411	care elderly expenditure per year local authority breakdown	year local authority breakdown
11434	1517	care elderly expenditure per year local authority breakdown	year local authority breakdown
11435	4628	care elderly expenditure per year local authority breakdown	year local authority breakdown
11436	6857	care elderly expenditure per year local authority breakdown	year local authority breakdown
11437	7634	care elderly expenditure per year local authority breakdown	year local authority breakdown
11438	7341	care elderly expenditure per year local authority breakdown	year local authority breakdown
11439	226	care elderly expenditure per year local authority breakdown	year local authority breakdown
11440	8629	number and cost  elderly people on their local authority	number cost
11441	6951	number and cost  elderly people on their local authority	number cost
11442	4699	number and cost  elderly people on their local authority	number cost
11443	4970	number and cost  elderly people on their local authority	number cost
11444	1252	number and cost  elderly people on their local authority	number cost
11445	9527	number and cost  elderly people on their local authority	number cost
11446	2768	number and cost  elderly people on their local authority	number cost
11447	4952	number and cost  elderly people on their local authority	number cost
11448	8967	number and cost  elderly people on their local authority	number cost
11449	9601	number and cost  elderly people on their local authority	number cost
11450	2198	Weather for West Street from April 2007 to September 2008	west street april 2007 september 2008
11451	1215	Weather for West Street from April 2007 to September 2008	west street april 2007 september 2008
11452	5152	Weather for West Street from April 2007 to September 2008	west street april 2007 september 2008
11453	6347	Weather for West Street from April 2007 to September 2008	west street april 2007 september 2008
11454	7722	Weather for West Street from April 2007 to September 2008	west street april 2007 september 2008
11455	9439	Weather for West Street from April 2007 to September 2008	west street april 2007 september 2008
11456	2302	Weather for West Street from April 2007 to September 2008	west street april 2007 september 2008
11457	6135	Weather for West Street from April 2007 to September 2008	west street april 2007 september 2008
11458	517	Weather for West Street from April 2007 to September 2008	west street april 2007 september 2008
11459	8079	Weather for West Street from April 2007 to September 2008	west street april 2007 september 2008
11460	8079	Rainfall data for five April two thousand seven to September two thousand eight in west street Glasgow	five april two thousand seven september two thousand eight west street glasgow
11461	311	Rainfall data for five April two thousand seven to September two thousand eight in west street Glasgow	five april two thousand seven september two thousand eight west street glasgow
11462	7722	Rainfall data for five April two thousand seven to September two thousand eight in west street Glasgow	five april two thousand seven september two thousand eight west street glasgow
11463	462	Rainfall data for five April two thousand seven to September two thousand eight in west street Glasgow	five april two thousand seven september two thousand eight west street glasgow
11464	17	Rainfall data for five April two thousand seven to September two thousand eight in west street Glasgow	five april two thousand seven september two thousand eight west street glasgow
11465	269	Rainfall data for five April two thousand seven to September two thousand eight in west street Glasgow	five april two thousand seven september two thousand eight west street glasgow
11466	1565	Rainfall data for five April two thousand seven to September two thousand eight in west street Glasgow	five april two thousand seven september two thousand eight west street glasgow
11467	9108	Rainfall data for five April two thousand seven to September two thousand eight in west street Glasgow	five april two thousand seven september two thousand eight west street glasgow
11468	8963	Rainfall data for five April two thousand seven to September two thousand eight in west street Glasgow	five april two thousand seven september two thousand eight west street glasgow
11469	8010	Rainfall data for five April two thousand seven to September two thousand eight in west street Glasgow	five april two thousand seven september two thousand eight west street glasgow
11470	2198	Inches of rain in West Street, Glassgow from April to September	west street glassgow april september inches
11471	7722	Inches of rain in West Street, Glassgow from April to September	west street glassgow april september inches
11472	9439	Inches of rain in West Street, Glassgow from April to September	west street glassgow april september inches
11473	1086	Inches of rain in West Street, Glassgow from April to September	west street glassgow april september inches
11474	6579	Inches of rain in West Street, Glassgow from April to September	west street glassgow april september inches
11475	6123	Inches of rain in West Street, Glassgow from April to September	west street glassgow april september inches
11476	621	Inches of rain in West Street, Glassgow from April to September	west street glassgow april september inches
11477	8923	Inches of rain in West Street, Glassgow from April to September	west street glassgow april september inches
11478	269	Inches of rain in West Street, Glassgow from April to September	west street glassgow april september inches
11479	462	Inches of rain in West Street, Glassgow from April to September	west street glassgow april september inches
11480	17	weather west street uk april september 2007-2008	west street uk april september 2007 2008
11481	269	weather west street uk april september 2007-2008	west street uk april september 2007 2008
11482	226	weather west street uk april september 2007-2008	west street uk april september 2007 2008
11483	1565	weather west street uk april september 2007-2008	west street uk april september 2007 2008
11484	311	weather west street uk april september 2007-2008	west street uk april september 2007 2008
